1,00:40:96:44:17:C8,Q,=,=38/100,  Signal level,:,-86, Noise level,=,-127,
1,00:40:96:44:17:C8,Q,=,=38/100,  Signal level,:,-86, Noise level,=,-127,
1,00:40:96:44:17:C8,Q,=,=38/100,  Signal level,:,-86, Noise level,=,-127,
1,00:40:96:44:17:C8,Q,=,=38/100,  Signal level,:,-86, Noise level,=,-127,
1,00:40:96:44:17:C8,Q,=,=38/100,  Signal level,:,-86, Noise level,=,-127,
1,00:40:96:44:17:C8,Q,=,=38/100,  Signal level,:,-86, Noise level,=,-127,
1,00:40:96:44:17:C8,Q,=,=38/100,  Signal level,:,-86, Noise level,=,-127,
1,00:40:96:44:17:C8,Q,=,=38/100,  Signal level,:,-86, Noise level,=,-127,
1,00:40:96:44:17:C8,Q,=,=38/100,  Signal level,:,-86, Noise level,=,-127,
1,00:40:96:44:17:C8,Q,=,=37/100,  Signal level,:,-87, Noise level,=,-127,
