1,00:12:0E:68:F4:89,Q,=,=51/100,  Signal level,:,-78, Noise level,=,-127,
1,00:12:0E:68:F4:89,Q,=,=51/100,  Signal level,:,-78, Noise level,=,-127,
1,00:12:0E:68:F4:89,Q,=,=51/100,  Signal level,:,-78, Noise level,=,-127,
1,00:12:0E:68:F4:89,Q,=,=51/100,  Signal level,:,-78, Noise level,=,-127,
1,00:12:0E:68:F4:89,Q,=,=51/100,  Signal level,:,-78, Noise level,=,-127,
1,00:12:0E:68:F4:89,Q,=,=51/100,  Signal level,:,-78, Noise level,=,-127,
1,00:12:0E:68:F4:89,Q,=,=51/100,  Signal level,:,-78, Noise level,=,-127,
1,00:12:0E:68:F4:89,Q,=,=51/100,  Signal level,:,-78, Noise level,=,-127,
1,00:12:0E:68:F4:89,Q,=,=51/100,  Signal level,:,-78, Noise level,=,-127,
1,00:12:0E:68:F4:89,Q,=,=55/100,  Signal level,:,-75, Noise level,=,-127,
